id,predicted_price
686900010,967096.74
705700240,354623.053
705700530,349865.6161
705710290,354275.3312
711000110,1025941.385
714000155,654382.7521
715010130,1944277.161
721049207,297261.0941
722039087,314281.0768
722079056,468445.4794
723000114,1383950.688
723000150,1043610.993
723049197,223391.0503
723049434,302557.3992
723049448,255920.5145
723069135,472592.676
724069059,1020269.44
724069070,803818.0692
726049184,286444.0932
726059395,454854.7937
726059483,553545.4595
727500030,754587.1096
731500170,326590.7302
736100065,1072451.278
739000035,233635.9616
745500010,768539.3296
751000080,443261.052
751000190,367397.35
766000240,299610.9775
766800090,284632.5428
785000040,452194.9133
792000006,222651.0017
792500190,399442.6548
792500260,403298.6112
795000620,216439.975
795001930,227490.8745
795002190,242868.1041
796000235,216112.7449
798000062,294441.1661
798000342,303279.0965
798000535,261170.172
798000630,294545.741
807800190,317673.949
808300090,476828.4001
808300200,492382.0397
808300270,450230.3963
808300550,432000.9286
809001070,674007.5344
809001520,1127025.229
809001525,875686.6425
809002290,798586.9074
809002435,758471.5516
809002705,612025.9569
810000080,823676.6286
811000055,1173061.491
818500100,247779.8841
820000012,426531.7831
820079043,346736.1919
821049149,265428.5871
822039004,584267.7273
822039084,709518.6696
824059321,1496458.443
824069121,746058.1351
824069173,612373.3642
825049073,489430.5109
825059178,2634942.436
825059349,1072059.613
825079019,686235.8924
826000295,327030.5705
826069002,463054.8508
826069127,458704.7524
826069184,428591.7654
844000180,303859.4894
844000225,284548.9698
844000375,434779.0506
847100047,567963.3112
853600150,1084479.627
853600310,1254904.952
854000165,314108.6028
855700170,477167.7004
856000195,1933596.113
856000255,712883.7389
859000022,316278.8186
859000160,328261.2434
862000020,786459.2582
866400040,477128.5594
868000175,739705.8004
868001030,1031167.061
868002015,1075403.635
868002080,760974.3185
869700050,367899.7007
869700060,351893.7487
869700370,375812.6046
871000155,621436.4647
871000435,743388.1791
871001484,679048.355
871001500,741878.294
871001611,642190.089
873900240,329179.9446
892000025,227075.5022
898000200,241382.6215
898000220,256996.7404
904000045,785691.7582
910000104,334226.1417
917000300,427106.7196
920069052,293170.1952
921049141,433457.5127
923000120,635581.2389
923000270,385471.0312
923000413,507431.1506
923000425,732366.5139
923000580,739822.349
923049468,230275.0716
923059206,368709.8104
923059252,370050.6992
924069210,733341.8065
925049318,545368.9595
925059219,592340.773
928000020,387401.1241
930000234,571306.0875
930000305,517723.4555
930000470,645937.0969
936000060,428894.1653
943100262,314321.4344
943100683,356161.4822
943100689,349717.7087
946000295,441332.3907
952003285,611043.9454
952004570,368600.6883
952006728,403761.7788
952006857,407427.1667
952007055,401253.6105
955000453,464328.6681
976000879,677392.4694
984000130,328789.9741
984000650,330633.7573
984200540,330884.0617
984210170,354567.4304
984220290,327025.7947
985000955,271407.7071
985001266,315510.2075
985001275,214212.1391
985001321,252309.9696
986000045,305899.4489
993000090,903086.0959
993000100,921942.0853
993002325,376253.0289
1001200035,261483.0736
1005000036,359436.4156
1005000220,402546.2262
1005000240,291965.6714
1020069017,448540.3025
1021049022,249037.5979
1021079099,387488.2189
1022069050,317220.6686
1022069183,546930.9264
1023059190,332070.0228
1023059246,474532.6445
1023059365,485064.5053
1023089096,308926.1139
1024000109,479759.4591
1024039001,844088.0616
1024069027,803671.6023
1025039292,1135803.012
1025049174,985458.9535
1025059186,540363.8587
1026049036,372091.1802
1026069061,752205.8019
1026069106,572036.9257
1036400100,568687.2823
1036400200,523952.7396
1036700220,566451.7573
1042700050,741652.8523
1042700300,776855.4034
1043000100,379384.477
1049010300,399101.052
1049010390,369977.6772
1049010620,294144.396
1051000040,1560142.48
1061500360,355940.123
1068000110,875419.4466
1068000255,1599960.407
1068000375,3306833.299
1068000520,1278310.31
1068000559,1237665.615
1070000390,1045454.87
1072010350,454640.105
1072100085,364576.5277
1073100065,366124.3646
1074100020,368984.5762
1079350090,348774.7398
1081200360,335251.5953
1085621960,343942.2215
1085623630,421438.0215
1085623710,397789.3477
1088400190,331644.7636
1088800470,579550.6211
1089000190,748774.5959
1090000036,722632.1241
1096100010,350550.509
1099600090,233265.0016
1099750610,255330.7619
1099760230,244643.966
1099900120,328322.6972
1099950050,612306.9469
1102000095,618707.6118
1102000514,790728.9896
1102001274,855833.0105
1105000373,306762.7743
1105000571,474728.799
1105000745,351381.9812
1105000780,371293.516
1109000390,581963.7277
1112000035,369678.8293
1112000100,816934.3906
1112000125,353493.3622
1112630130,371023.601
1112700010,403311.2085
1113000430,232214.2502
1115100119,396065.2197
1115300070,706017.546
1115300270,849032.0574
1118001215,1790065.307
1118001370,1188470.436
1118001631,1660084.628
1118001645,1559893.051
1118001805,2272320.801
1118500030,752000.2176
1121000058,428032.1559
1121059105,420441.1834
1122069006,534328.8263
1122069019,612704.2778
1123049027,236321.0213
1123049129,285973.0988
1123059125,519258.2691
1123059126,480669.6102
1124000010,476376.3441
1125059071,723572.5522
1125069153,1327100.848
1125079111,1282764.872
1126059108,787037.2538
1126059144,528723.1831
1126059201,878292.0517
1126069045,1282653.761
1133000036,383640.0636
1133000100,496899.3047
1133000144,545600.9252
1133000385,707483.1673
1137300690,582492.81
1137400050,472869.77
1137400420,426049.3054
1137410040,558455.2141
1138000450,376602.285
1138010530,366465.6196
1138020020,314417.3621
1139000035,470724.0946
1139000400,421174.5281
1139000620,321872.8199
1139600270,305451.9507
1150000740,602734.2554
1150900080,906496.0718
1151100035,449269.8414
1154100205,331262.5404
1155620190,410871.7642
1155640050,399618.3573
1157200189,302027.8558
1159400220,757405.6654
1160000255,368973.5749
1163400020,280322.4227
1163400070,279113.9201
1172000150,318078.3758
1176001117,638145.2391
1176001119,652677.4561
1176001124,641390.4569
1176001293,2523963.488
1180002745,391794.451
1180005220,267796.5461
1180007375,649972.049
1180008315,275058.1393
1180500070,394685.9701
1186000150,574548.2633
1189000205,464349.475
1189000207,473442.3098
1193000190,807405.0335
1193000280,764486.4761
1193000380,745541.3373
1193000390,955535.9962
1193000480,1027513.547
1196000007,458275.2874
1201500010,698623.0584
1205000215,514828.8571
1211000280,395201.5112
1217000340,371685.8508
1219000043,381214.3866
1219000473,340380.5548
1221039066,352743.9815
1221039156,317336.156
1221059176,324475.221
1222000055,262884.6526
1222029077,281518.0613
1222069094,388787.9678
1223089016,506988.2263
1223089050,429994.4802
1223089066,650163.1911
1223089077,808509.4438
1223089083,576699.2014
1224049005,853124.6868
1224059053,753969.1849
1224069074,768205.4611
1225039067,483242.9564
1225069038,5538582.092
1226039124,382959.2689
1226039130,442751.2716
1226059101,498851.7538
1226059105,527320.9809
1226059161,590887.9007
1231000310,403218.4182
1231000510,440147.6881
1231001110,356486.749
1231001115,386379.5683
1232000915,523479.0389
1234000704,1035521.006
1235100371,900304.1418
1236300268,439989.1092
1236300290,1004138.037
1237500105,602815.8109
1237500540,397595.0886
1237500577,701373.8332
1238500281,501143.4311
1238500978,431072.3156
1238501184,787365.5236
1239400064,855283.8052
1245000438,773279.6892
1245000461,913814.9797
1245001295,741713.002
1245001659,622344.5597
1245001820,702438.9811
1245002952,952355.3574
1245003006,956828.9349
1245003160,746590.3406
1245003740,754231.9069
1245500690,779062.9044
1245500950,823976.2131
1246700136,483695.0855
1246700251,874857.1264
1247100035,913397.9068
1250200345,294708.1813
1250200415,343738.1206
1250200418,359117.4725
1250200693,523452.7408
1250201130,454289.4283
1250201175,493840.6548
1250201550,573302.8205
1250202145,1008881.742
1250202660,717708.5043
1250202990,776879.378
1251200155,921354.1366
1254200075,559588.3099
1254200835,623830.5687
1257201375,614594.7256
1257202120,524868.0359
1257202430,861001.6646
1266200015,705345.3415
1269200150,369522.4535
1269200229,1093921.98
1274500170,228700.1468
1277000020,733233.3257
1278000210,213208.4614
1279300085,577667.3483
1282300995,390424.9997
1310000130,291467.2529
1310430400,493912.4888
1310500550,318897.7503
1310700330,272058.0908
1310700390,341467.903
1310800090,255882.4254
1310820150,329980.8266
1310900140,308199.9513
1310900260,323734.1258
1310910290,326775.3092
1310980110,297657.3012
1311100490,262753.5515
1311200460,283743.0785
1311400350,281072.7775
1311500020,276616.825
1311800220,253201.2601
1311800560,240620.7948
1311910300,307978.9346
1312200080,248158.5942
1312920060,280728.1122
1313000220,736283.0888
1313300340,470810.3098
1314300018,336257.7823
1315300095,692325.0037
1320069179,274762.703
1320069223,310345.7188
1320069271,293104.3914
1321039076,198939.5766
1321059097,413568.5801
1321400060,279486.9687
1321700030,575195.4929
1321970240,300247.5841
1323089056,416770.7901
1323089184,506267.3548
1324059048,638758.9021
1324079029,339610.0627
1324079082,477103.1699
1324079085,371664.8299
1324300091,410266.6963
1326039061,374863.7263
1326059085,510190.6574
1326069094,460201.9879
1326069191,387018.2974
1328300040,395855.1822
1328300180,350475.752
1328300810,370779.8265
1328320440,353528.5068
1328320760,341288.7625
1328320800,348295.808
1328330290,354727.3619
1328340380,324883.2578
1328340540,358624.232
1328340630,319537.8743
1329000090,1159259.631
1329300480,343093.8578
1330300451,1361700.883
1330850130,682443.5924
1331900410,759030.6361
1332700270,389371.7346
1336300610,960633.3032
1336800010,1807885.995
1336800185,971926.1194
1336800880,1459796.557
1337801060,986126.765
1338300180,1542976.181
1338800491,978309.9594
1339300025,804412.8888
1346300150,5025235.931
1352300120,303791.0683
1352300315,248913.4644
1357900060,485331.9283
1370800515,1750467.131
1370800560,991866.2496
1370802620,597110.2747
1370802650,921522.8559
1370803510,705466.3822
1370803730,621053.4896
1370804295,647555.7132
1370804430,577980.7971
1377800135,630824.1141
1386800054,341766.7079
1387301730,360412.506
1388600110,242918.1876
1402100070,388698.804
1402200340,357707.9584
1402600110,396906.3545
1402600570,333308.3545
1402630190,388955.731
1402900380,324394.8595
1402900460,356484.7244
1402970020,390020.5763
1402970070,306948.4835
1421069117,267036.0171
1421069159,362039.8625
1422029138,508851.311
1422700040,228118.0771
1423049029,326542.704
1423069063,472250.6838
1423069076,570049.5822
1423069162,541748.8096
1423200170,229149.0781
1423400260,310087.2538
1423800080,229200.5236
1423900220,242344.6799
1423910670,327551.4521
1424059022,850839.6949
1424059130,554816.4567
1424069110,724305.543
1425059145,547286.0222
1425059174,483481.9678
1425059193,824204.8692
1426049054,386548.9639
1428000970,426352.4392
1428001160,466270.7296
1430800100,322480.8363
1431700210,271840.8518
1431700280,359392.0541
1432400120,234453.5018
1432400335,238950.327
1432400525,259961.7587
1432600100,238992.1897
1432701230,263503.8736
1433100010,286969.1202
1433290010,408283.1627
1437500015,217745.5003
1437580480,891786.8359
1437910090,468243.6512
1438000170,578745.9887
1438000360,511577.8689
1438000430,492085.9389
1438000440,527850.7187
1441000350,486389.9307
1442300005,422733.4041
1442700250,494393.6505
1442700430,443154.4449
1442860160,395651.4599
1442870440,520220.5576
1442880320,520921.8045
1442880380,488569.4203
1442880640,537921.0292
1442880650,523038.0929
1443300140,421218.5998
1443501020,253716.3045
1443550020,478820.3116
1445200190,295815.1245
1446110020,445440.2603
1446300020,559590.6497
1446400785,244619.1878
1446401220,227210.4107
1446401290,257236.2285
1446800995,311900.037
1446801030,282646.5042
1447600410,272223.3595
1448800010,317887.153
1450000210,203214.0383
1450100390,208208.9452
1450300050,269214.929
1450900020,273423.8172
1454100267,434765.3399
1454600038,946036.7284
1454600156,1075000.09
1459920010,286798.0852
1471590060,621819.1716
1471620240,327331.8379
1471700410,440411.2498
1471701200,544622.0569
1471701780,381758.6733
1472700200,554607.9503
1473120390,467368.6198
1474000050,458388.8268
1483300430,514635.772
1492800296,497862.5594
1494300040,535369.5756
1498301672,502897.5487
1498302774,308781.3112
1498303700,816432.9224
1498304065,638766.2171
1502400140,242570.5747
1509500060,395502.1523
1509700050,345616.8826
1518000230,355571.748
1518000290,350394.1117
1523049083,234889.4062
1523059103,449293.2642
1523059105,408773.5087
1523069022,414082.5585
1523069096,528132.0278
1523069204,469759.4771
1523069215,524649.5425
1523550220,620649.6017
1523550480,586865.5751
1524079088,351198.5054
1524079156,410232.7918
1525059198,854994.9279
1525069095,791457.1527
1525069134,925241.4116
1525079069,636392.7514
1525200060,549689.5227
1526300015,414348.0343
1529300135,332251.0426
1529300160,387470.1975
1535204165,539902.3471
1541700240,332051.1751
1543000060,455263.0935
1545800205,296319.8591
1545801970,287166.5378
1545802080,256099.0099
1545802830,278631.6765
1545803390,279528.7285
1545805460,269260.4303
1545805820,274122.9777
1545805980,376230.6227
1546600020,781441.8137
1546600125,678184.248
1552100135,1225409.871
1552510160,429141.5142
1552520010,380459.7954
1552800010,355159.5994
1556200005,710430.2827
1556200155,556474.2916
1556200205,586700.7218
1556200265,766625.0516
1559900080,368730.7274
1560920200,436148.2
1560920450,623476.9729
1560930050,459681.7752
1560930070,540587.7157
1560930450,514829.0178
1561600025,744924.1721
1561930020,422659.3435
1562100030,513432.4055
1562100220,615667.8316
1562200090,612910.3936
1563102435,740729.0725
1563102880,692654.1206
1564000410,771239.7649
1565900070,261390.2209
1565930130,431527.682
1565950030,325480.4261
1566100010,434699.3258
1566100400,452273.1111
1566100625,480168.5565
1568100220,305537.1153
1568100300,562477.9215
1568100380,337988.7739
1568100920,1015369.151
1588600040,333873.2382
1588600045,390757.8352
1591000015,271589.699
1591600506,387319.155
1591600527,387980.4537
1592000130,555747.0785
1592000250,565854.2166
1592000640,596105.0037
1592000780,597156.0184
1596600060,308550.519
1598600209,367844.1306
1601600195,310560.8752
1604590230,687241.5512
1604600095,439950.0011
1604600227,345755.5034
1604601570,329745.3016
1604602050,395659.3243
1604730150,517940.0786
1608000120,382385.8678
1612500090,244999.397
1622059095,297882.2042
1623049041,216428.8991
1623049174,286816.6465
1623089025,495766.6019
1623089039,349248.5759
1623800440,536352.2488
1624049228,409350.8652
1624049275,411152.3055
1624049291,616758.111
1624059224,1023868.058
1626069139,575391.7914
1630700276,415518.1574
1644500050,807168.1423
1645000580,304017.646
1646501920,489750.9967
1646502355,822009.3909
1651500040,2154856.35
1651500060,867078.6852
1651800030,1709690.167
1652500060,2334172.865
1656600310,474956.0899
1657000070,262263.9242
1657300280,462952.4802
1657530180,345996.72
1665400165,254811.7723
1668500090,606916.5121
1668500100,740807.6861
1670400090,235973.5562
1672000170,615823.3469
1681400010,782468.274
1682000160,248019.9463
1683400165,662288.4257
1683500180,274652.5789
1687000210,322750.3669
1687000220,322133.8409
1687000240,330594.8746
1687910100,612170.409
1689400150,808213.4148
1695900060,509575.8737
1695900150,775268.4476
1697000370,229195.1883
1702900624,380470.4565
1702901500,379999.6841
1703400470,323173.7506
1703900155,300560.6219
1704900135,328633.902
1704900303,430026.7405
1705400350,358072.3229
1710400005,589901.0296
1720069029,385347.353
1720800305,618235.1407
1721801025,251848.0862
1721801280,234233.9527
1721801591,215810.2376
1722059222,269245.4584
1722069097,537996.5177
1725059182,1064245.913
1725059252,749918.3748
1725800280,501988.3948
1726069060,574310.5943
1726069084,502086.4649
1726069202,340644.3072
1727500230,426332.4274
1727850340,912967.9766
1727850350,975440.0548
1732800175,955694.6327
1732801300,943279.8649
1735800050,215952.7116
1737100830,632960.404
1737300130,672184.7297
1755700060,327704.5458
1760650280,315864.4776
1760650610,320734.5261
1760650670,275549.0897
1760650950,306219.5354
1761100190,248699.1075
1761300310,287658.7509
1762600190,980554.8655
1762600260,997310.3963
1762600280,984751.5854
1769600066,688290.778
1770000090,451339.9871
1770000490,364787.8282
1771000430,357561.8065
1771000690,340989.3221
1771000760,358877.9876
1771000970,340729.2577
1771100130,340590.0695
1771100330,377430.7509
1771110070,335198.7392
1773100123,334022.3762
1773100275,303826.5142
1773100430,331949.6809
1773100604,386489.7508
1773100755,537559.0768
1773100765,264532.8176
1773100920,350646.2344
1773100922,352728.1758
1773100926,361137.726
1773100972,364727.2254
1773100980,358110.9956
1773101020,332867.7466
1773101050,302142.3847
1773101159,305680.492
1773101530,247082.8009
1774000030,554491.7618
1774000780,440230.5946
1774220070,596891.1075
1775500050,350779.0461
1775500310,604109.6838
1775500371,632930.8969
1775800420,455266.467
1775800710,360791.3505
1775801090,416395.1445
1775801405,460512.5652
1775900140,427648.672
1775900220,385565.5605
1775910370,460455.0362
1775920350,410123.0678
1775930010,452444.9146
1775930440,490833.3317
1776460110,424339.8498
1776460190,438861.7846
1777500090,677527.4021
1777600210,588078.1423
1777600450,628025.5045
1777600490,695415.6345
1777600900,696911.1321
1778350270,692798.2112
1778500015,757450.1459
1781500180,356667.0778
1781500220,569873.1371
1781500385,379589.4531
1781500435,405736.8487
1782000130,446769.5425
1782000160,359322.3463
1782500035,340168.5683
1786810040,696250.5091
1786830090,707725.8265
1787600209,366775.6322
1787600224,392923.0771
1788800910,211341.0073
1788900380,204125.872
1789800020,336797.9112
1789900080,273029.9273
1794500360,657676.4558
1794500695,592055.2004
1795900120,606217.945
1796100010,592052.0967
1796100015,482588.7966
1796100140,327873.8448
1796360350,257120.3638
1796361140,251462.5843
1796370150,262340.0597
1796370590,267049.0996
1796380960,263819.1101
1796700160,274810.4454
1797500530,528613.1184
1807900300,799540.6784
1822039138,590117.6578
1822039225,707477.9131
1822059057,224439.1185
1822059156,455952.5165
1822069109,357678.0123
1822350070,385583.8422
1822500160,346914.2297
1823049179,345525.3011
1823059159,239179.4614
1823059241,586454.5122
1823069088,306560.0446
1823069155,529728.4504
1824059079,837482.5088
1824079052,868409.41
1825069031,638589.9032
1826049408,383003.5277
1828001220,713325.6563
1836980240,768150.162
1839500065,356043.5638
1839500115,426775.4357
1839900080,347609.4195
1839910300,350825.0428
1839920050,386649.7899
1841500050,308378.5436
1842200040,460648.8646
1842390130,642531.3807
1843100520,387793.2475
1843130980,315083.9541
1843200350,262154.4168
1844500025,356012.5295
1853000510,897371.695
1853080150,846342.9844
1853080570,824119.8486
1853080640,846505.3636
1853080790,752828.2246
1853200080,460410.6154
1854900330,754222.7519
1854900430,715379.2851
1858600042,363011.2706
1860600290,697305.5917
1860600535,820189.7535
1861400068,529267.459
1861400116,799123.145
1862400087,501328.7283
1862400471,488765.4586
1862400517,466689.8798
1862700290,366156.9316
1862900360,303390.3415
1864700300,317163.2326
1865000110,389985.9172
1865810290,229538.7319
1868900675,775726.1868
1868901190,631502.6179
1868902745,757398.0317
1873100060,678933.0757
1887500045,296862.8299
1890000169,524364.5294
1890000225,742909.3933
1895000260,254322.6273
1898200080,367624.4866
1898310110,288105.9997
1899400365,325852.3376
1900000035,248365.6342
1900000195,268995.2933
1901600090,377577.7604
1909600046,440333.9186
1917300260,241161.8363
1919800260,637797.978
1920079039,260077.5079
1922059010,238485.5278
1922059046,293053.8823
1922059135,246965.7606
1922059401,248041.2765
1923000160,971128.7028
1923039022,518726.2609
1923300135,593044.0098
1924069115,777120.8139
1925059194,1355768.935
1925069121,739780.7966
1925069183,473219.4746
1926059039,679332.2402
1926059094,393092.9741
1930300190,565233.3981
1930301325,784323.9906
1930301555,478668.2805
1931300090,623355.9557
1931300688,511421.3176
1931300850,430431.5797
1931300955,409370.971
1934800087,475563.3154
1938000140,708963.9983
1939000010,623786.4215
1939120450,651206.4862
1939130420,647966.3739
1944900090,396448.7315
1951100100,206972.2997
1951600240,228732.6338
1951600250,215345.3696
1951820070,557143.7787
1953400510,279891.0473
1954400060,501506.4963
1954420380,476892.2256
1954430180,504910.2116
1954600050,363672.7002
1954700615,1066635.092
1959700225,613372.6706
1959700445,1486882.685
1959700550,815008.0789
1962200435,798960.8299
1962200475,896307.4866
1965200075,704040.9448
1972200326,478560.4898
1972200382,450550.9493
1972200428,511411.7666
1972200556,576750.8501
1972201511,530689.1277
1972201856,566759.3769
1972201963,541145.2013
1972202080,619944.0875
1972202320,507776.8654
1973700030,854597.6076
1974300020,559074.2662
1980200236,567097.6257
1980200384,865867.9541
1982200330,642465.4614
1982200790,588257.278
1982201485,690335.9408
1982201595,531329.5494
1982201596,531329.5494
1994200260,799981.1953
1994200375,638806.7202
1995200338,698322.2431
2005950050,242590.8609
2008000550,286121.6064
2009001600,289537.0712
2011000010,241860.5535
2011000020,260998.0778
2011400021,486087.1172
2013200390,288517.0837
2013801350,264339.4531
2013802060,288787.7559
2019200220,261688.1484
2021069059,313642.4208
2021200530,950218.1819
2021201000,1005248.904
2022069200,361651.3448
2023049245,264463.9348
2023049361,247493.4351
2023049372,386408.6558
2023069054,330479.0478
2023069059,509050.1799
2023700040,610260.5867
2024059084,670416.8715
2025049064,699146.2303
2025049192,601604.0924
2025059150,730519.8587
2025700730,306282.0523
2025700740,287429.7813
2025701060,279297.3666
2025701360,296583.7471
2025701530,300551.0089
2025760210,639662.7088
2025770310,640391.063
2025770560,814395.0057
2026049125,338559.2974
2026059119,380431.1201
2026079055,333797.3818
2028700265,554366.663
2028701075,477412.499
2041000025,527256.9934
2050000020,1008610.601
2050100210,746864.9405
2051200436,748010.2138
2051200506,381916.2588
2061100435,530004.8146
2071500011,378607.5458
2076400050,294072.0602
2077700042,603347.0191
2078500210,588287.6945
2085200261,369731.5153
2095500040,307159.8086
